npc_id,sprite_label,map_location_label,npc_type,flag_condition,sprite,x_tile,y_tile,x_pixel_abs,y_pixel_abs
819,monkey-girl,"Dusty Dunes Desert_Monkey Cave_Start_Right_Right-(Ruler,-Fresh-Egg)",person,MONKEY_CAVE_RULER,160,210,177,6723,5667
820,monkey-boy,"Dusty Dunes Desert_Monkey Cave_Start_Right_Right-(Ruler,-Fresh-Egg)",person,MONKEY_CAVE_FRESH_EGG,133,212,177,6808,5667
821,monkey-girl,Dusty Dunes Desert_Monkey Cave_Start_Right_Right_Left-(get-King-Banana),person,always,160,209,186,6704,5960
822,monkey-boy,"Dusty Dunes Desert_Monkey Cave_Start_Right_Left-(Hamburger,-King-Banana)",person,~MONKEY_CAVE_HAMBURGER_3,133,241,186,7723,5957
823,monkey-boy,"Dusty Dunes Desert_Monkey Cave_Start_Right_Left-(Hamburger,-King-Banana)",person,~MONKEY_CAVE_KING_BANANA,133,243,186,7798,5959
824,monkey-boy,"Dusty Dunes Desert_Monkey Cave_Start_Right_Left-(Hamburger,-King-Banana)",person,MONKEY_CAVE_HAMBURGER_3,133,241,185,7742,5926
825,monkey-boy,"Dusty Dunes Desert_Monkey Cave_Start_Right_Left-(Hamburger,-King-Banana)",person,MONKEY_CAVE_KING_BANANA,133,242,185,7774,5929
826,monkey-boy,Dusty Dunes Desert_Monkey Cave_Start_Right_Left_Right-(Pencil-Eraser),person,always,133,251,178,8048,5712
827,pencil-statue,Dusty Dunes Desert_Monkey Cave_Start_Right_Left_Right-(Pencil-Eraser),object,~MONKEY_CAVE_PENCIL_ERASED,265,249,178,7984,5696
828,monkey-boy,Dusty Dunes Desert_Monkey Cave_Start_Right_Left_Right-(Talah-Rama-Room),person,~TELEPORT_MONKEY_NOT_AT_CAVE,133,235,213,7528,6824
829,tala-lama,Dusty Dunes Desert_Monkey Cave_Start_Right_Left_Right-(Talah-Rama-Room),person,always,177,236,213,7552,6816
830,george-montague,Dusty Dunes Desert_Desert Gold Mine_1F-Maze,person,Unknown Flag,172,251,213,8048,6832
831,monster_mole_no-3,Dusty Dunes Desert_Desert Gold Mine_1F-Maze_Room-2,person,~GUARDIAN_MOLE_1_DEFEATED,419,228,170,7312,5464
832,monster_mole_no-3,Dusty Dunes Desert_Desert Gold Mine_1F-Maze,person,~GUARDIAN_MOLE_2_DEFEATED,419,211,194,6752,6208
833,monster_mole_no-3,Fourside_Hospital_1F_2F,person,~GUARDIAN_MOLE_3_DEFEATED,419,204,206,6528,6592
834,exit-mouse-father,Dusty Dunes Desert_Desert Gold Mine_1F-Maze,person,always,451,227,188,7280,6032
835,exit-mouse,Dusty Dunes Desert_Desert Gold Mine_1F-Maze,person,~HAS_EXIT_MOUSE,436,226,188,7240,6024
836,exit-mouse,Dusty Dunes Desert_Desert Gold Mine_1F-Maze,person,always,436,226,187,7256,5992
837,monster_mole_no-3,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F,person,~GUARDIAN_MOLE_4_DEFEATED,419,196,161,6287,5180
838,monster_mole_no-3,Dusty Dunes Desert_Desert Gold Mine_1F-Maze_Room-2,person,~GUARDIAN_MOLE_5_DEFEATED,419,253,163,8096,5240
839,woman_blonde_red-blazer,Fourside_Topolla Theater_1F_Manager's-Office,person,always,66,139,154,4448,4936
840,man_blonde_black-suit,Fourside_Topolla Theater_1F_Concert-Hall,person,~TOPOLLA_THEATER_BACKSTAGE_UNBLOCKED,61,140,183,4504,5864
841,man_blonde_black-suit,Fourside_Topolla Theater_1F_Concert-Hall,person,TOPOLLA_THEATER_BACKSTAGE_UNBLOCKED,61,141,182,4520,5848
842,venus,Fourside_Topolla Theater_1F_Concert-Hall_Dressing-Room,person,Unknown Flag,165,172,210,5520,6728
843,runaway-5_lucky,Fourside_Topolla Theater_1F_Concert-Hall_Dressing-Room,person,~Unknown Flag,149,171,211,5472,6768
844,runaway-5_nice,Fourside_Topolla Theater_1F_Concert-Hall_Dressing-Room,person,~Unknown Flag,186,170,210,5440,6744
845,runaway-5_okay,Fourside_Topolla Theater_1F_Concert-Hall_Dressing-Room,person,~Unknown Flag,185,171,210,5488,6736
846,runaway-5_gorgeous,Fourside_Topolla Theater_1F_Concert-Hall_Dressing-Room,person,~Unknown Flag,150,172,211,5504,6762
847,runaway-5_groovy,Fourside_Topolla Theater_1F_Concert-Hall_Dressing-Room,person,~Unknown Flag,187,170,210,5456,6728
848,man_glasses_-black-suit,Fourside_Topolla Theater_1F,person,always,62,157,172,5040,5520
849,man_blonde_black-suit,Fourside_Topolla Theater_1F,person,~Unknown Flag,61,155,172,4965,5513
850,man_blonde_black-suit,Fourside_Topolla Theater_1F,person,Unknown Flag,61,156,172,5008,5520
851,man_blonde_resortwear,Fourside_Topolla Theater_1F,person,VENUS_AND_RUNAWAY_FANS_AT_TOPOLLA,71,148,172,4751,5524
852,woman_blonde_resortwear,Fourside_Topolla Theater_1F,person,VENUS_AND_RUNAWAY_FANS_AT_TOPOLLA,72,149,172,4784,5512
853,chef,Fourside_Bakery_1F,person,always,137,140,170,4488,5440
854,woman_purse_green-dress,Fourside_Bakery_1F,person,always,58,138,171,4432,5488
855,lookalike_mr-t,Fourside_Bakery_1F_2F,person,always,79,163,186,5216,5968
856,elevator_attendant,Fourside_Monotoli_L1_Lobby_Elevator-Up,person,always,67,162,158,5184,5056
857,man_blonde_black-suit,Fourside_Monotoli_L1_Lobby,person,always,61,175,170,5624,5464
858,man_glasses_-black-suit,Fourside_Monotoli_L1_Lobby,person,always,62,173,169,5552,5416
859,elevator_attendant,Fourside_Monotoli_L1_Lobby,person,always,67,174,168,5584,5376
860,monotoli,Fourside_Monotoli_L1_Lobby,person,GIYGAS_DEFEATED,164,171,169,5480,5408
861,phone_payphone_left,Fourside_Monotoli_L1_Lobby,person,always,216,171,168,5496,5384
862,bodyguard,Fourside_Hospital_1F_2F,person,always,109,186,202,5976,6488
863,bodyguard,Fourside_Hospital_1F_2F,person,always,109,188,203,6016,6496
864,elevator_attendant,Fourside_Monotoli_L2_Lobby_Elevator-Down,person,always,67,162,166,5184,5312
865,pokey_suit,Fourside_Monotoli_L2_Right-Room-(Pokey),person,~FOURSIDE_FREE_FROM_MONOTOLI,48,175,175,5600,5616
866,bodyguard,Fourside_Monotoli_L2_Right-Room-(Pokey),person,~FOURSIDE_FREE_FROM_MONOTOLI,109,173,175,5560,5608
867,bodyguard,Fourside_Monotoli_L2_Right-Room-(Pokey),person,~FOURSIDE_FREE_FROM_MONOTOLI,109,176,175,5640,5608
868,aloysius,Fourside_Monotoli_L2_Left-Room-(Aloysius),person,~FOURSIDE_FREE_FROM_MONOTOLI,147,171,160,5472,5144
869,elevator_attendant,Fourside_Monotoli_L2_Lobby_Elevator-Up,person,CAN_ACCESS_48TH_MONOTILI_FLOOR,67,162,174,5184,5568
870,elevator_attendant,Fourside_Monotoli_L3_Lobby_Elevator-Down,person,always,67,162,182,5184,5824
871,electra,Fourside_Monotoli_L3_Left_Up_Left_Right_Up-(Electra),person,always,396,186,179,5968,5728
872,monotoli,Fourside_Monotoli_L3_Left_Up_Left_Right_Left_Left-(Monotoli),person,~TREMBLING_MONOTOLI_AT_48TH_FLOOR_ABSENT,164,176,187,5632,6008
873,paula,Fourside_Monotoli_L3_Left_Up_Left_Right_Left_Left-(Monotoli),person,~MONSTERS_IN_WINTERS,2,174,188,5580,6023
874,monotoli,Fourside_Monotoli_L3_Left_Up_Left_Right_Left_Left-(Monotoli),person,MONOTOLI_AT_48TH_FLOOR,164,173,188,5544,6016
875,prettyman,Fourside_Monotoli_L3_Left_Up_Left_Right_Left_Left-(Monotoli),person,GIYGAS_DEFEATED,59,173,187,5552,5992
876,monster_bear,Fourside_Monotoli_L3_Left_Up_Left_Right_Left_Left-(Monotoli),object,always,331,175,187,5616,5984
877,monotoli-door-panel,Fourside_Monotoli_L3_Left_Up_Left_Right_Left_Left-(Monotoli),object,~TREMBLING_MONOTOLI_AT_48TH_FLOOR_ABSENT,430,170,188,5456,6032
878,monotoli-door-panel,Fourside_Monotoli_L3_Left_Up_Left_Right_Left_Left-(Monotoli),object,TREMBLING_MONOTOLI_AT_48TH_FLOOR_ABSENT,430,170,187,5456,6000
879,monster_securitybot,Fourside_Monotoli_L3_Left,person,~SENTRY_ROBOT_1_DEFEATED,310,187,155,6000,4960
880,monster_securitybot,Fourside_Monotoli_L3_Left_Up_Up,person,~SENTRY_ROBOT_2_DEFEATED,310,188,163,6016,5224
881,monster_securitybot,Fourside_Monotoli_L3_Hallway,person,~SENTRY_ROBOT_3_DEFEATED,310,179,183,5744,5872
882,monster_securitybot,Fourside_Monotoli_L3_Hallway,person,~SENTRY_ROBOT_4_DEFEATED,310,172,183,5504,5864
883,monster_clumsy-robot,Fourside_Monotoli_L3_Left_Up_Left_Right_Left-(Clumsy-Robot),person,~SENTRY_ROBOT_6_DEFEATED,418,187,187,6012,5985
884,runaway-5_lucky,Fourside_Monotoli_L3_Left_Up_Left_Right_Left-(Clumsy-Robot),person,RUNAWAY_FIVE_AT_CLUMSY_ROBOT_ROOM,149,185,187,5928,5992
885,runaway-5_gorgeous,Fourside_Monotoli_L3_Left_Up_Left_Right_Left-(Clumsy-Robot),person,RUNAWAY_FIVE_AT_CLUMSY_ROBOT_ROOM,150,186,186,5960,5968
886,runaway-5_okay,Fourside_Monotoli_L3_Left_Up_Left_Right_Left-(Clumsy-Robot),person,RUNAWAY_FIVE_AT_CLUMSY_ROBOT_ROOM,185,186,187,5976,5992
887,runaway-5_nice,Fourside_Monotoli_L3_Left_Up_Left_Right_Left-(Clumsy-Robot),person,RUNAWAY_FIVE_AT_CLUMSY_ROBOT_ROOM,186,187,186,6000,5960
888,runaway-5_groovy,Fourside_Monotoli_L3_Left_Up_Left_Right_Left-(Clumsy-Robot),person,RUNAWAY_FIVE_AT_CLUMSY_ROBOT_ROOM,187,188,187,6047,5988
889,monster_securitybot,Fourside_Monotoli_L3_Left_Up_Left,person,~SENTRY_ROBOT_5_DEFEATED,310,163,171,5216,5472
890,man_bald_black-suit,Fourside_Hotel_1F,person,always,56,186,190,5976,6080
891,bellhop,Fourside_Hotel_1F,person,always,73,189,190,6056,6096
892,phone_black,Fourside_Hotel_1F,person,always,215,185,189,5939,6074
893,atm-machine,Fourside_Hotel_1F_ATM,object,always,259,185,182,5936,5824
894,man_blonde_blue-blazer,Fourside_Hotel_1F_Lobby,person,always,70,173,199,5536,6368
895,bellhop,Fourside_Hotel_1F_Lobby,person,JUST_RESTED,73,176,198,5640,6336
896,bartender,Fourside_Hospital_1F_2F,person,always,84,171,206,5496,6592
897,woman_redhead_blue-dress,Fourside_Hospital_1F_2F,person,~DEPT_STORE_SPOOK_DEFEATED,108,173,206,5536,6600
898,woman_redhead_blue-dress,Fourside_Hospital_1F_2F,person,DEPT_STORE_SPOOK_DEFEATED,108,173,206,5560,6616
899,maxwell-labs,Fourside_Hospital_1F_2F,person,always,69,170,207,5456,6624
900,drunk-man,Fourside_Hospital_1F_2F,person,always,60,169,207,5423,6637
901,prettyman,Fourside_Hospital_1F_2F,person,~GIYGAS_DEFEATED,59,172,207,5528,6624
902,aloysius,Fourside_Hospital_1F_2F,person,GIYGAS_DEFEATED,147,171,207,5493,6632
903,jukebox,Fourside_Hospital_1F_2F,object,always,234,170,206,5456,6592
904,monster_mouse,Fourside_Jackie's Cafe_1F_Backroom,person,always,281,147,155,4712,4968
905,mani-mani-statue_broken,Fourside_Jackie's Cafe_1F_Backroom,object,always,246,150,157,4800,5024
906,woman_blonde_red-dress,Fourside_Hospital_1F_2F,person,always,68,187,214,5984,6856
907,entertainers-shack-door,Fourside_Hospital_1F_2F,person,always,381,187,213,5993,6834
908,museum-curator,Fourside_Museum_1F_Exhibit-Room,person,~FOURSIDE_SEWERS_OPEN,174,137,166,4408,5320
909,museum-curator,Fourside_Museum_1F_Exhibit-Room,person,FOURSIDE_SEWERS_OPEN,174,139,165,4464,5296
910,man_cane_green-jacket,Fourside_Museum_1F_Exhibit-Room,person,always,52,148,165,4744,5304
911,girl_black-hair_red-jumper,Fourside_Museum_1F_Exhibit-Room,person,always,121,145,165,4664,5288
912,man_blonde_i-love-ny-shirt,Fourside_Museum_1F_Exhibit-Room,person,always,114,144,164,4624,5272
913,entertainers-shack-door,Fourside_Museum_1F_Exhibit-Room,person,always,381,145,163,4656,5232
914,nurse,Fourside_Hospital_1F,person,always,140,179,194,5744,6208
915,healer,Fourside_Hospital_1F,person,always,189,174,194,5584,6216
916,doctor,Fourside_Hospital_1F_Doctor's-Office,person,always,139,139,158,4448,5064
917,nurse,Fourside_Hospital_1F_Doctor's-Office,person,always,140,137,159,4400,5088
918,woman_cane_pink-dress,Fourside_Hospital_1F_2F_Left-Room,person,always,53,186,198,5960,6360
919,boy_blue-ballcap,Fourside_Hospital_1F_2F_Left-Room,person,always,123,187,199,6000,6376
920,lookalike_marcie,Fourside_Department Store_1F,person,~FOURSIDE_DEPT_BLACKOUT,141,159,212,5112,6784
921,elevator_attendant,Fourside_Department Store_1F,person,~FOURSIDE_DEPT_BLACKOUT,67,161,212,5160,6784
922,elevator_attendant,Fourside_Department Store_1F,person,~FOURSIDE_DEPT_BLACKOUT,67,159,197,5104,6328
923,man_glasses_orange-cardigan,Fourside_Department Store_1F,person,~FOURSIDE_DEPT_BLACKOUT,64,156,197,5016,6328
924,bodyguard,Fourside_Department Store_1F,person,~FOURSIDE_DEPT_BLACKOUT,109,145,207,4664,6640
925,woman_pink-maid-outfit,Fourside_Department Store_1F,person,~FOURSIDE_DEPT_BLACKOUT,142,141,205,4520,6568
926,fast-food-clerk,Fourside_Department Store_1F,person,~FOURSIDE_DEPT_BLACKOUT,138,144,208,4632,6664
927,woman_purse_black-dress,Fourside_Department Store_1F,person,~FOURSIDE_DEPT_BLACKOUT,57,156,201,5016,6440
928,girl_blonde_yellow-dress,Fourside_Department Store_1F,person,~FOURSIDE_DEPT_BLACKOUT,122,142,192,4560,6168
929,boy_baseball-helmet,Fourside_Department Store_1F,person,~FOURSIDE_DEPT_BLACKOUT,124,139,194,4448,6216
930,man_blonde_i-love-ny-shirt,Fourside_Department Store_1F,person,~FOURSIDE_DEPT_BLACKOUT,114,145,195,4656,6240
931,monster_mouse,Fourside_Department Store_1F,person,~FOURSIDE_DEPT_BLACKOUT,281,156,212,5000,6808
932,chef,Fourside_Department Store_1F,person,~FOURSIDE_DEPT_BLACKOUT,137,145,204,4640,6544
933,woman_black-hair_red-clothes,Fourside_Department Store_1F,person,~FOURSIDE_DEPT_BLACKOUT,116,141,192,4520,6144
934,man_blonde_blue-blazer,Fourside_Department Store_1F,person,~FOURSIDE_DEPT_BLACKOUT,70,146,191,4688,6128
935,entertainers-shack-door,Fourside_Department Store_1F,person,always,381,142,192,4568,6144
936,arms-dealer,Fourside_Department Store_1F_2nd-Floor-Room,person,~FOURSIDE_DEPT_BLACKOUT,144,186,174,5968,5584
937,atm-machine,Fourside_Department Store_1F,object,always,259,155,211,4980,6768
938,phone_payphone_left,Fourside_Department Store_1F,person,always,216,157,211,5024,6768
939,food-cart,Fourside_Department Store_1F,object,~FOURSIDE_DEPT_BLACKOUT,229,144,208,4608,6664
940,atm-machine,Fourside_Department Store_1F,object,always,259,148,193,4760,6176
941,dept-store-spook,Fourside_Department Store_1F_Boss-Room,person,FOURSIDE_DEPT_BLACKOUT,455,187,158,5984,5064
942,man_hat_blue-suit,Fourside,person,always,55,83,152,2664,4888
943,woman_blonde_blue-blazer,Fourside,person,always,65,93,134,3000,4288
944,saxophonist,Fourside,person,always,77,105,144,3360,4632
945,man_hat_black-suit,Fourside,person,always,63,93,148,2984,4744
946,man_blonde_i-love-ny-shirt,Fourside,person,always,114,99,138,3184,4424
947,lookalike_teddy,Fourside,person,always,118,92,128,2968,4112
948,drunk-man,Fourside,person,always,60,83,110,2672,3536
949,cop,Fourside,person,always,74,118,143,3776,4600
950,cop,Fourside,person,always,74,104,126,3344,4048
951,electra,Fourside,person,ELECTRA_OUTSIDE_BUILDING,396,110,131,3520,4208
952,everdred_dead,Fourside,person,EVERDRED_OUTSIDE_CAFE,180,83,121,2676,3888
953,woman_black-hair_red-clothes,Fourside,person,EVERDRED_OUTSIDE_CAFE,116,81,122,2612,3931
954,woman_blonde_red-dress,Fourside,person,EVERDRED_OUTSIDE_CAFE,68,82,123,2625,3953
955,man_orange-hair_sunglasses,Fourside,person,EVERDRED_OUTSIDE_CAFE,117,83,123,2657,3956
956,lookalike_pigpen,Fourside,person,EVERDRED_OUTSIDE_CAFE,115,83,122,2680,3928
957,woman_purse_black-dress,Fourside,person,EVERDRED_OUTSIDE_CAFE,57,81,121,2619,3887
958,woman_purse_green-dress,Fourside,person,EVERDRED_OUTSIDE_CAFE,58,81,122,2601,3913
959,man_mohawk_punk-clothes,Fourside,person,always,85,121,117,3872,3752
960,runaway-5_lucky,Fourside,person,RUNAWAY_BUS_FROM_FOURSIDE_TO_THREED,149,108,129,3482,4135
961,man_glasses_-black-suit,Fourside,person,always,62,101,141,3248,4528
962,man_blonde_i-love-ny-shirt,Fourside,person,~RUNAWAY_FIVE_FREE_FROM_TOPOLLA_THEATER,114,112,134,3584,4296
963,man_cane_green-jacket,Fourside,person,~RUNAWAY_FIVE_FREE_FROM_TOPOLLA_THEATER,52,113,135,3616,4336
964,man_blonde_blue-blazer,Fourside,person,BLOND_GUY_IN_FOURSIDE,70,98,143,3160,4584
965,man_orange-hair_sunglasses,Fourside,person,~CONQUERED_SANCTUARY_5,117,119,126,3824,4056
966,woman_black-hair_red-clothes,Fourside,person,~CONQUERED_SANCTUARY_5,116,115,125,3704,4024
967,monkey-boy,Fourside,person,CHARRED_MONKEY_OUTSIDE_JACKIES_CAFE,133,77,120,2488,3848
968,burnt,Fourside,person,MONKEY_OUTSIDE_JACKIES_CAFE,13,80,120,2582,3871
969,lookalike_pigpen,Fourside,person,always,115,111,107,3552,3448
970,hint-man_holding-sign,Fourside,person,~HINT_GUY_ABSENT,446,86,139,2776,4448
971,entertainers-shack-door,Fourside,person,always,381,110,123,3536,3960
972,sign_bus-stop,Fourside,object,always,202,77,157,2472,5040
973,bench,Fourside,object,always,198,78,157,2504,5040
974,bench,Fourside,object,always,198,94,125,3016,4008
975,lamppost,Fourside,object,always,201,93,123,2976,3952
976,lamppost,Fourside,object,always,201,97,123,3112,3960
977,lamppost,Fourside,object,always,201,90,126,2888,4040
978,lamppost,Fourside,object,always,201,101,127,3232,4080
979,lamppost,Fourside,object,always,201,93,132,3000,4232
980,lamppost,Fourside,object,always,201,100,136,3208,4352
981,lamppost,Fourside,object,always,201,102,133,3288,4272
982,streetsign_city,Fourside,object,always,204,95,117,3048,3744
983,streetsign_city,Fourside,object,always,204,86,126,2760,4032
984,streetsign_city,Fourside,object,always,204,106,131,3400,4216
985,streetsign_city,Fourside,object,always,204,97,140,3112,4504
986,streetsign_city,Fourside,object,always,204,86,151,2768,4856
987,magnet-hill,Fourside,object,always,409,120,129,3856,4136
988,open-can,Fourside,object,always,225,109,108,3512,3456
989,helicopter_body,Fourside,object,~POKEY_FLIES_AWAY_BY_HELICOPTER,410,105,118,3387,3793
990,helicopter_blades,Fourside,object,~POKEY_FLIES_AWAY_BY_HELICOPTER,420,108,117,3463,3759
991,helicopter_tail,Fourside,object,~POKEY_FLIES_AWAY_BY_HELICOPTER,424,108,119,3480,3808
992,manhole,Fourside,object,~POKEY_FLIES_AWAY_BY_HELICOPTER,230,106,117,3419,3755
993,hotel_sign,Fourside,object,always,442,82,148,2640,4736
994,bus_runaway-5,Fourside,object,RUNAWAY_BUS_FROM_FOURSIDE_TO_THREED,243,110,129,3520,4144
995,monster_your-sanctuary,Fourside_Fourside Sewers_1F_Boss-Room,person,~CONQUERED_SANCTUARY_5,333,111,100,3552,3200
996,maxwell-labs,Summers and Toto_Stoic Club_1F,person,always,69,245,286,7856,9160
997,woman_blonde_red-blazer,Summers and Toto_Stoic Club_1F,person,always,66,243,286,7806,9172
998,man_blonde_blue-blazer,Summers and Toto_Stoic Club_1F,person,always,70,245,286,7840,9176
999,prettyman,Summers and Toto_Stoic Club_1F,person,always,59,242,286,7768,9176
1000,lookalike_mr-t,Summers and Toto_Stoic Club_1F,person,always,79,242,286,7744,9160
1001,woman_pink-maid-outfit,Summers and Toto_Stoic Club_1F,person,always,142,241,287,7728,9200
1002,magic-cake-woman,Summers and Toto_Stoic Club_1F,person,~MAGIC_CAKE_LADY_AT_BEACH,181,246,287,7872,9200
1003,man_sailor_red-clothes,Summers and Toto_Toto Houses_West-1_1F,person,always,91,212,298,6784,9560
1004,man_sailor_red-clothes,Summers and Toto_Toto Houses_West-2_1F,person,always,91,226,299,7248,9568
1005,rastaman,Summers and Toto_Toto Houses_West-3_1F,person,always,78,242,298,7752,9552
1006,saxophonist,Summers and Toto_Toto Houses_West-5_1F,person,always,77,226,307,7248,9824
1007,ruffini,Summers and Toto_Toto Houses_West-5_1F,person,always,130,227,307,7292,9832
1008,man_sailor_blue-clothes,Summers and Toto_Toto Shop_1F,person,always,90,243,306,7784,9800
1009,atm-machine,Summers and Toto_Toto Shop_1F,object,always,259,241,306,7728,9816
1010,phone_payphone_left,Summers and Toto_Toto Shop_1F,person,always,216,240,307,7704,9832
1011,man_blonde_resortwear,Summers and Toto_Summers Shop_1F,person,always,71,212,285,6796,9149
1012,woman_black-hair_red-clothes,Summers and Toto_Summers Shop_1F,person,always,116,209,287,6704,9192
1013,woman_blonde_resortwear,Summers and Toto_Summers Shop_1F,person,always,72,212,287,6784,9192
1014,atm-machine,Summers and Toto_Summers Shop_1F,object,always,259,213,286,6840,9152
1015,phone_payphone_left,Summers and Toto_Summers Shop_1F,person,always,216,211,287,6752,9184
1016,maxwell-labs,Summers and Toto_Hotel_1F_Lobby,person,always,69,232,274,7440,8768
1017,woman_blonde_red-blazer,Summers and Toto_Hotel_1F_Lobby,person,always,66,234,278,7488,8896
1018,woman_purse_green-dress,Summers and Toto_Hotel_1F_Lobby,person,always,58,230,278,7376,8920
1019,bellhop,Summers and Toto_Hotel_1F_Lobby,person,JUST_RESTED,73,235,274,7528,8768
1020,man_bald_black-suit,Summers and Toto_Hotel_1F,person,always,56,211,294,6768,9416
1021,bellhop,Summers and Toto_Hotel_1F,person,always,73,214,295,6864,9440
1022,atm-machine,Summers and Toto_Hotel_1F,object,always,259,213,294,6840,9408
1023,phone_payphone_left,Summers and Toto_Hotel_1F,person,always,216,210,294,6720,9408
1024,man_blonde_blue-blazer,Summers and Toto_Hotel_1F_Lobby_Left-Room,person,always,70,228,294,7296,9432
1025,chef,Summers and Toto_Restaurant_1F,person,always,137,232,284,7424,9096
1026,woman_pink-maid-outfit,Summers and Toto_Restaurant_1F,person,always,142,226,284,7240,9088
1027,man_bald_black-suit,Summers and Toto_Restaurant_1F,person,always,56,220,284,7040,9104
1028,woman_purse_black-dress,Summers and Toto_Restaurant_1F,person,VISITED_ONETT,57,220,283,7056,9080
1029,prettyman,Summers and Toto_Restaurant_1F,person,always,59,227,284,7280,9112
1030,woman_cane_pink-dress,Summers and Toto_Restaurant_1F,person,VISITED_ONETT,53,222,285,7120,9144
1031,drunk-man,Summers and Toto_Restaurant_1F,person,VISITED_ONETT,60,224,283,7184,9080
1032,entertainers-shack-door,Summers and Toto_Restaurant_1F,person,always,381,222,281,7120,9016
1033,woman_blonde_red-dress,Summers and Toto_Museum_1F,person,~SCARABA_CULTURAL_MUSEUM_PHONE_RINGING,68,219,298,7024,9544
1034,phone_black,Summers and Toto_Museum_1F,person,always,215,220,298,7056,9544
1035,man_glasses_orange-cardigan,Summers and Toto_Museum_1F_Exhibit-Room,person,always,64,216,277,6935,8868
1036,man_blonde_resortwear,Summers and Toto_Museum_1F_Exhibit-Room,person,always,71,212,278,6792,8912
1037,man_scaraban_blue-clothes,Summers and Toto_Museum_1F_Exhibit-Room_Upstairs,person,~GAVE_RUBY_TO_HIEROGLYPHS_GUY,95,235,298,7528,9536
1038,man_scaraban_blue-clothes,Summers and Toto_Museum_1F_Exhibit-Room_Upstairs_Mummy-Room,person,GAVE_RUBY_TO_HIEROGLYPHS_GUY,95,250,298,8016,9560
1039,monster_coffin,Summers and Toto_Museum_1F_Exhibit-Room_Upstairs_Mummy-Room,object,~SHATTERED_MAN_1_DEFEATED,322,252,299,8088,9568
1040,monster_coffin,Summers and Toto_Museum_1F_Exhibit-Room_Upstairs_Mummy-Room,object,~SHATTERED_MAN_2_DEFEATED,322,253,299,8119,9587
1041,monster_coffin,Summers and Toto_Museum_1F_Exhibit-Room,object,always,322,212,275,6800,8824
1042,monster_coffin,Summers and Toto_Museum_1F_Exhibit-Room,object,always,322,215,275,6896,8824
1043,monster_coffin,Summers and Toto_Museum_1F_Exhibit-Room,object,always,322,218,275,6992,8824
1044,sarcophagus,Summers and Toto_Museum_1F_Exhibit-Room,object,always,221,212,277,6784,8880
1045,sarcophagus,Summers and Toto_Museum_1F_Exhibit-Room,object,always,221,215,277,6880,8880
1046,sarcophagus,Summers and Toto_Museum_1F_Exhibit-Room,object,always,221,218,277,6976,8880
1047,nurse,Summers and Toto_Hospital_1F,person,always,140,210,302,6736,9664
1048,healer,Summers and Toto_Hospital_1F,person,always,189,213,302,6824,9688
1049,doctor,Summers and Toto_Hospital_1F_Doctor's-Office,person,always,139,227,302,7264,9672
1050,nurse,Summers and Toto_Hospital_1F_Doctor's-Office,person,always,140,228,302,7312,9680
1051,man_redhead_swimwear,Summers-and-Toto,person,always,86,163,99,5240,3176
1052,woman_blonde_swimwear,Summers-and-Toto,person,always,81,162,99,5208,3176
1053,man_blonde_swimwear,Summers-and-Toto,person,always,80,154,92,4952,2968
1054,man_blonde_resortwear,Summers-and-Toto,person,always,71,160,86,5144,2752
1055,man_redhead_swimwear,Summers-and-Toto,person,always,86,186,94,5968,3024
1056,Threed-hotel-woman,Summers-and-Toto,person,always,87,182,95,5824,3064
1057,woman_blonde_resortwear,Summers-and-Toto,person,always,72,150,96,4800,3072
1058,man_redhead_swimwear,Summers-and-Toto,person,always,86,144,86,4632,2752
1059,man_blonde_i-love-ny-shirt,Summers-and-Toto,person,always,114,186,86,5976,2752
1060,woman_black-hair_red-clothes,Summers-and-Toto,person,always,116,198,86,6336,2752
1061,sanchez-brother,Summers-and-Toto,person,always,110,188,91,6040,2936
1062,bird_myna,Summers-and-Toto,person,always,132,180,90,5768,2896
1063,man_sailor_blue-clothes,Summers-and-Toto,person,always,90,217,89,6968,2872
1064,man_sailor_red-clothes,Summers-and-Toto,person,always,91,234,89,7496,2864
1065,man_sailor_blue-clothes,Summers-and-Toto,person,always,90,227,91,7264,2928
1066,man_lying-down_swimwear,Summers-and-Toto,person,always,103,198,93,6356,3000
1067,cat,Summers-and-Toto,person,always,131,219,87,7028,2808
1068,cat,Summers-and-Toto,person,always,131,227,89,7292,2848
1069,magic-cake-woman,Summers-and-Toto,person,MAGIC_CAKE_LADY_AT_BEACH,181,162,89,5184,2864
1070,woman_lying-down_swimwear,Summers-and-Toto,person,always,104,140,93,4484,3000
1071,hint-man_holding-sign,Summers-and-Toto,person,~HINT_GUY_ABSENT,446,196,83,6288,2680
1072,runaway-5_gorgeous,Summers-and-Toto,person,PARTY_IS_ROBOTIFIED,150,168,85,5400,2744
1073,runaway-5_lucky,Summers-and-Toto,person,PARTY_IS_ROBOTIFIED,149,169,85,5424,2744
1074,runaway-5_okay,Summers-and-Toto,person,PARTY_IS_ROBOTIFIED,185,171,87,5480,2800
1075,woman_blonde_swimwear,Summers-and-Toto,person,PARTY_IS_ROBOTIFIED,81,171,88,5480,2824
1076,entertainers-shack-door,Summers-and-Toto,person,always,381,215,91,6896,2936
1077,man_hat_green-jacket,Summers-and-Toto,person,always,54,212,88,6808,2840
